#ID = Agilent feature number
#COL = Column
#ROW = Row
#miRNA_ID = 
#PROBE NAME = Spot identifier
#CONTROL_TYPE = Control type
#ACCESSION_STRING = Accession String
#CHROMOSOMAL_LOCATION = Chromosomal Location
#DESCRIPTION = Description
#SPOT_ID = 
ID	COL	ROW	miRNA_ID	PROBE NAME	CONTROL_TYPE	ACCESSION_STRING	CHROMOSOMAL_LOCATION	DESCRIPTION	SPOT_ID
10712	31	62		NA	ignore				-- ignore
10713	31	60	hsa-miR-580	A_25_P00011614	FALSE	mir|hsa-miR-580|mir|MIMAT0003245	chr5:036183832-036183816	NA	
10714	31	58	hsa-miR-184	A_25_P00010236	FALSE	mir|hsa-miR-184|mir|MIMAT0000454	chr15:077289237-077289258	NA	
10715	31	56		NA	ignore				-- ignore
10716	31	54	hsa-miR-1238	A_25_P00014965	FALSE	mir|hsa-miR-1238|mir|MIMAT0005593	chr19:010523866-010523878	NA	
10717	31	52	hsa-miR-936	A_25_P00013074	FALSE	mir|hsa-miR-936|mir|MIMAT0004979	chr10:105797872-105797859	NA	
10718	31	50	hsa-miR-506	A_25_P00011038	FALSE	mir|hsa-miR-506|mir|MIMAT0002878	chrX:146120020-146120005	NA	
10719	31	48		NA	ignore				-- ignore
10720	31	46	hsa-miR-892b	A_25_P00012942	FALSE	mir|hsa-miR-892b|mir|MIMAT0004918	chrX:144886474-144886457	NA	
10721	31	44	hsa-let-7d	A_25_P00011980	FALSE	mir|hsa-let-7d|mir|MIMAT0000065	chr9:095980948-095980965	NA	
10722	31	42	hsa-miR-302d	A_25_P00010163	FALSE	mir|hsa-miR-302d|mir|MIMAT0000718	chr4:113788674-113788657	NA	
10723	31	40		NA	ignore				-- ignore
10724	31	38	hsa-miR-25*	A_25_P00013193	FALSE	mir|hsa-miR-25*|mir|MIMAT0004498	chr7:099529152-099529136	NA	
10725	31	36	hsa-miR-7-2*	A_25_P00013298	FALSE	mir|hsa-miR-7-2*|mir|MIMAT0004554	chr15:086956135-086956152	NA	
10726	31	34		NC2_00092197	neg				CONTROL
10727	31	32	hsa-miR-340	A_25_P00012344	FALSE	mir|hsa-miR-340|mir|MIMAT0004692	chr5:179374945-179374927	NA	
10728	31	30	hsa-miR-449b	A_25_P00010776	FALSE	mir|hsa-miR-449b|mir|MIMAT0003327	chr5:054502267-054502250	NA	
10729	31	28	hsa-miR-200a*	A_25_P00011012	FALSE	mir|hsa-miR-200a*|mir|MIMAT0001620	chr1:001093129-001093142	NA	
10730	31	26	hsa-miR-340	A_25_P00012343	FALSE	mir|hsa-miR-340|mir|MIMAT0004692	chr5:179374945-179374928	NA	
10731	31	24		NA	ignore				-- ignore
10732	31	22	hsa-miR-215	A_25_P00010926	FALSE	mir|hsa-miR-215|mir|MIMAT0000272	chr1:218357864-218357845	NA	
10733	31	20		NA	ignore				-- ignore
10734	31	18	hsa-miR-521	A_25_P00010172	FALSE	mir|hsa-miR-521|mir|MIMAT0002854	chr19:058911715-058911734	NA	
10735	31	16	hsa-miR-661	A_25_P00011951	FALSE	mir|hsa-miR-661|mir|MIMAT0003324	chr8:145091420-145091405	NA	
10736	31	14	hsa-miR-590-3p	A_25_P00012775	FALSE	mir|hsa-miR-590-3p|mir|MIMAT0004801	chr7:073243519-073243539	NA	
10737	31	12	hsa-miR-155*	A_25_P00013471	FALSE	mir|hsa-miR-155*|mir|MIMAT0004658	chr21:025868207-025868226	NA	
10738	31	10	hsa-miR-145	A_25_P00012193	FALSE	mir|hsa-miR-145|mir|MIMAT0000437	chr5:148790422-148790439	NA	
10739	31	8		NC2_00106057	neg				CONTROL
10740	31	6		NC2_00079215	neg				CONTROL
10741	31	4		NA	ignore				-- ignore
10742	31	2	ebv-miR-BART9*	A_25_P00013807	FALSE	mir|ebv-miR-BART9*|mir|MIMAT0004816	unmapped	NA	
10743	31	163	hsa-miR-220a	A_25_P00010037	FALSE	mir|hsa-miR-220a|mir|MIMAT0000277|mir|hsa-miR-220_v9.1	chrX:122523669-122523654	NA	
10744	31	161		NA	ignore				-- ignore
10745	31	159	hsa-miR-147	A_25_P00010763	FALSE	mir|hsa-miR-147|mir|MIMAT0000251	chr9:122047143-122047126	NA	
10746	31	157	hsa-miR-135a*	A_25_P00013407	FALSE	mir|hsa-miR-135a*|mir|MIMAT0004595	chr3:052303351-052303339	NA	
10747	31	155	hsa-miR-557	A_25_P00010345	FALSE	mir|hsa-miR-557|mir|MIMAT0003221	chr1:166611454-166611468	NA	
10748	31	153	hsa-miR-598	A_25_P00011058	FALSE	mir|hsa-miR-598|mir|MIMAT0003266	chr8:010930207-010930190	NA	
10749	31	151	hsa-miR-583	A_25_P00010893	FALSE	mir|hsa-miR-583|mir|MIMAT0003248	chr5:095440618-095440633	NA	
10750	31	149	hsa-miR-597	A_25_P00011259	FALSE	mir|hsa-miR-597|mir|MIMAT0003265	chr8:009636614-009636628	NA	
10751	31	147	hsa-miR-454*	A_25_P00011396	FALSE	mir|hsa-miR-454*|mir|MIMAT0003884|mir|hsa-miR-454-5p_v9.1	chr17:054569945-054569926	NA	
10752	31	145		NA	ignore				-- ignore
10753	31	143		NA	ignore				-- ignore
10754	31	141	hsa-miR-509-5p	A_25_P00014175	FALSE	mir|hsa-miR-509-5p|mir|MIMAT0004779	chrX:146148009-146147993	NA	
10755	31	139	hsa-miR-888*	A_25_P00013662	FALSE	mir|hsa-miR-888*|mir|MIMAT0004917	chrX:144884060-144884044	NA	
10756	31	137	hsa-miR-556-3p	A_25_P00012715	FALSE	mir|hsa-miR-556-3p|mir|MIMAT0004793	chr1:160579017-160579035	NA	
10757	31	135	hsa-miR-124	A_25_P00014840	FALSE	mir|hsa-miR-124|mir|MIMAT0000422	chr8:009798379-009798364	NA	
10758	31	133	hsa-miR-299-5p	A_25_P00010446	FALSE	mir|hsa-miR-299-5p|mir|MIMAT0002890	chr14:100559893-100559911	NA	
10759	31	131	hsa-miR-522	A_25_P00012611	FALSE	mir|hsa-miR-522|mir|MIMAT0002868	chr19:058946331-058946351	NA	
10760	31	129		NA	ignore				-- ignore
10761	31	127	hsa-miR-942	A_25_P00013099	FALSE	mir|hsa-miR-942|mir|MIMAT0004985	chr1:117438802-117438821	NA	
10762	31	125	hsa-miR-587	A_25_P00011445	FALSE	mir|hsa-miR-587|mir|MIMAT0003253	chr6:107338711-107338728	NA	
10763	31	123	hsa-miR-505*	A_25_P00013605	FALSE	mir|hsa-miR-505*|mir|MIMAT0004776	chrX:138834008-138833992	NA	
10764	31	121	hsa-miR-494	A_25_P00012505	FALSE	mir|hsa-miR-494|mir|MIMAT0002816	chr14:100565779-100565792	NA	
10765	31	119	hsa-miR-32	A_25_P00012023	FALSE	mir|hsa-miR-32|mir|MIMAT0000090	chr9:110848356-110848337	NA	
10766	31	117	hsa-miR-373	A_25_P00010157	FALSE	mir|hsa-miR-373|mir|MIMAT0000726	chr19:058983820-058983836	NA	
10767	31	115	hsa-miR-933	A_25_P00013060	FALSE	mir|hsa-miR-933|mir|MIMAT0004976	chr2:175740674-175740663	NA	
10768	31	113	hcmv-miR-US25-2-5p	A_25_P00011863	FALSE	mir|hcmv-miR-US25-2-5p|mir|MIMAT0001582	unmapped	NA	
10769	31	111	hsa-miR-590-5p	A_25_P00010655	FALSE	mir|hsa-miR-590-5p|mir|MIMAT0003258|mir|hsa-miR-590_v9.1	chr7:073243479-073243500	NA	
10770	31	109		NA	ignore				-- ignore
10771	31	107	hsa-miR-516b	A_25_P00010035	FALSE	mir|hsa-miR-516b|mir|MIMAT0002859|mir|hsa-miR-516-5p_v9.1	chr19:058920526-058920544	NA	
10772	31	105		NA	ignore				-- ignore
10773	31	103	hsa-miR-95	A_25_P00011086	FALSE	mir|hsa-miR-95|mir|MIMAT0000094	chr4:008057997-008057979	NA	
10774	31	101		NA	ignore				-- ignore
10775	31	99	hsa-miR-145*	A_25_P00013427	FALSE	mir|hsa-miR-145*|mir|MIMAT0004601	chr5:148790456-148790476	NA	
10776	31	97		NA	ignore				-- ignore
10777	31	95	hsa-miR-1233	A_25_P00014949	FALSE	mir|hsa-miR-1233|mir|MIMAT0005588	chr15:032607864-032607853	NA	
10778	31	93	hsa-let-7i	A_25_P00012145	FALSE	mir|hsa-let-7i|mir|MIMAT0000415	chr12:061283740-061283759	NA	
10779	31	91	hsa-miR-371-5p	A_25_P00012325	FALSE	mir|hsa-miR-371-5p|mir|MIMAT0004687	chr19:058982753-058982765	NA	
10780	31	89		NA	ignore				-- ignore
10781	31	87	hcmv-miR-US5-1	A_25_P00011674	FALSE	mir|hcmv-miR-US5-1|mir|MIMAT0001579	unmapped	NA	
10782	31	85	hsa-miR-186*	A_25_P00013459	FALSE	mir|hsa-miR-186*|mir|MIMAT0004612	chr1:071305976-071305957	NA	
10783	31	83		NA	ignore				-- ignore
10784	31	81	hsa-miR-646	A_25_P00011962	FALSE	mir|hsa-miR-646|mir|MIMAT0003316	chr20:058316989-058317005	NA	
10785	31	79		NA	ignore				-- ignore
10786	31	77	hsa-miR-149	A_25_P00012234	FALSE	mir|hsa-miR-149|mir|MIMAT0000450	chr2:241044111-241044127	NA	
10787	31	75	hsa-miR-30c	A_25_P00010815	FALSE	mir|hsa-miR-30c|mir|MIMAT0000244	chr1:040995565-040995581	NA	
10788	31	73	kshv-miR-K12-6-5p	A_25_P00011720	FALSE	mir|kshv-miR-K12-6-5p|mir|MIMAT0002188	unmapped	NA	
10789	31	71	hsa-miR-92b*	A_25_P00013614	FALSE	mir|hsa-miR-92b*|mir|MIMAT0004792	chr1:153431621-153431632	NA	
10790	31	69	hsa-miR-185*	A_25_P00013454	FALSE	mir|hsa-miR-185*|mir|MIMAT0004611	chr22:018400719-018400732	NA	
10791	31	67	hsa-miR-770-5p	A_25_P00011978	FALSE	mir|hsa-miR-770-5p|mir|MIMAT0003948	chr14:100388506-100388521	NA	
10792	31	65	hsa-miR-1224-5p	A_25_P00014905	FALSE	mir|hsa-miR-1224-5p|mir|MIMAT0005458	chr3:185441897-185441905	NA	
10793	31	63	hsa-miR-15b*	A_25_P00013370	FALSE	mir|hsa-miR-15b*|mir|MIMAT0004586	chr3:161605128-161605148	NA	
10794	31	61	hsa-miR-588	A_25_P00011454	FALSE	mir|hsa-miR-588|mir|MIMAT0003255	chr6:126847488-126847505	NA	
10795	31	59		NA	ignore				-- ignore
10796	31	57		NA	ignore				-- ignore
10797	31	55		NA	ignore				-- ignore
10798	31	53	hsa-miR-92a	A_25_P00012030	FALSE	mir|hsa-miR-92a|mir|MIMAT0000092	chr13:090801623-090801637	NA	
10799	31	51	hsa-miR-34c-3p	A_25_P00012289	FALSE	mir|hsa-miR-34c-3p|mir|MIMAT0004677	chr11:110889428-110889440	NA	
10800	31	49	hsa-miR-571	A_25_P00010632	FALSE	mir|hsa-miR-571|mir|MIMAT0003236	chr4:000334009-000334026	NA	
10801	31	47	hsa-miR-662	A_25_P00010666	FALSE	mir|hsa-miR-662|mir|MIMAT0003325	chr16:000760250-000760264	NA	
10802	31	45	hsa-miR-675	A_25_P00011611	FALSE	mir|hsa-miR-675|mir|MIMAT0004284	chr11:001974596-001974586	NA	
10803	31	43	hsa-miR-216a	A_25_P00012110	FALSE	mir|hsa-miR-216a|mir|MIMAT0000273	chr2:056069628-056069616	NA	
10804	31	41	hsa-miR-182*	A_25_P00010965	FALSE	mir|hsa-miR-182*|mir|MIMAT0000260	chr7:129197545-129197526	NA	
10805	31	39	hsa-miR-623	A_25_P00010227	FALSE	mir|hsa-miR-623|mir|MIMAT0003292	chr13:098806408-098806423	NA	
10806	31	37	hsa-miR-127-3p	A_25_P00010382	FALSE	mir|hsa-miR-127-3p|mir|MIMAT0000446|mir|hsa-miR-127_v9.1	chr14:100419129-100419146	NA	
10807	31	35	hsa-miR-105	A_25_P00012040	FALSE	mir|hsa-miR-105|mir|MIMAT0000102	chrX:151311381-151311368	NA	
10808	31	33	hsa-miR-564	A_25_P00010787	FALSE	mir|hsa-miR-564|mir|MIMAT0003228	chr3:044878405-044878417	NA	
10809	31	31		NA	ignore				-- ignore
10810	31	29	hsa-miR-493	A_25_P00012500	FALSE	mir|hsa-miR-493|mir|MIMAT0003161	chr14:100405214-100405227	NA	
10811	31	27	hsa-miR-920	A_25_P00013039	FALSE	mir|hsa-miR-920|mir|MIMAT0004970	chr12:024256675-024256691	NA	
10812	31	25	hsa-miR-936	A_25_P00013075	FALSE	mir|hsa-miR-936|mir|MIMAT0004979	chr10:105797872-105797858	NA	
10813	31	23	hsa-miR-7	A_25_P00012078	FALSE	mir|hsa-miR-7|mir|MIMAT0000252	chr9:085774528-085774507	NA	
10814	31	21	hsa-miR-628-3p	A_25_P00012817	FALSE	mir|hsa-miR-628-3p|mir|MIMAT0003297	chr15:053452510-053452498	NA	
10815	31	19	hsa-miR-617	A_25_P00010773	FALSE	mir|hsa-miR-617|mir|MIMAT0003286	chr12:079750479-079750465	NA	
10816	31	17		NA	ignore				-- ignore
10817	31	15	hsa-miR-19a	A_25_P00010998	FALSE	mir|hsa-miR-19a|mir|MIMAT0000073	chr13:090801197-090801216	NA	
10818	31	13	hsa-miR-562	A_25_P00011390	FALSE	mir|hsa-miR-562|mir|MIMAT0003226	chr2:232745671-232745686	NA	
10819	31	11	hsa-miR-194	A_25_P00011006	FALSE	mir|hsa-miR-194|mir|MIMAT0000460	chr11:064415438-064415424	NA	
10820	31	9	hsa-let-7i	A_25_P00012146	FALSE	mir|hsa-let-7i|mir|MIMAT0000415	chr12:061283739-061283759	NA	
10821	31	7	hsa-miR-20b*	A_25_P00013574	FALSE	mir|hsa-miR-20b*|mir|MIMAT0004752	chrX:133131569-133131557	NA	
10822	31	5	hsa-miR-744*	A_25_P00013675	FALSE	mir|hsa-miR-744*|mir|MIMAT0004946	chr17:011926012-011926029	NA	
10823	31	3	hsa-miR-619	A_25_P00011291	FALSE	mir|hsa-miR-619|mir|MIMAT0003288	chr12:107754896-107754881	NA	
10824	31	1		NC1_00000197	neg				CONTROL
10825	30	164	ebv-miR-BART10	A_25_P00011668	FALSE	mir|ebv-miR-BART10|mir|MIMAT0003420|mir|ebv-miR-BART10_v9.1	unmapped	NA	
10826	30	162	hsa-miR-30c-1*	A_25_P00013486	FALSE	mir|hsa-miR-30c-1*|mir|MIMAT0004674	chr1:040995604-040995619	NA	
10827	30	160	hsa-miR-299-5p	A_25_P00010446	FALSE	mir|hsa-miR-299-5p|mir|MIMAT0002890	chr14:100559893-100559911	NA	
10828	30	158	hsa-miR-15b*	A_25_P00013371	FALSE	mir|hsa-miR-15b*|mir|MIMAT0004586	chr3:161605127-161605148	NA	
10829	30	156	hsa-miR-181a	A_25_P00014832	FALSE	mir|hsa-miR-181a|mir|MIMAT0000256	chr1:197094841-197094827	NA	
10830	30	154	hsa-miR-516a-3p	A_25_P00010235	FALSE	mir|hsa-miR-516a-3p|mir|MIMAT0006778|mir|hsa-miR-516-3p_v9.1|mir|MIMAT0002860|mir|hsa-miR-516b*	chr19:058956261-058956276	NA	
10831	30	152	hsa-miR-604	A_25_P00010915	FALSE	mir|hsa-miR-604|mir|MIMAT0003272	chr10:029874017-029874002	NA	
10832	30	150	kshv-miR-K12-10b	A_25_P00011816	FALSE	mir|kshv-miR-K12-10b|mir|MIMAT0002180|mir|kshv-miR-K12-10a|mir|MIMAT0002179	unmapped	NA	
10833	30	148	kshv-miR-K12-2	A_25_P00011714	FALSE	mir|kshv-miR-K12-2|mir|MIMAT0002183	unmapped	NA	
10834	30	146	ebv-miR-BART8	A_25_P00011789	FALSE	mir|ebv-miR-BART8|mir|MIMAT0003417|mir|ebv-miR-BART8-5p_v9.1	unmapped	NA	
10835	30	144	hsa-miR-379*	A_25_P00013538	FALSE	mir|hsa-miR-379*|mir|MIMAT0004690	chr14:100558204-100558220	NA	
10836	30	142	hsa-miR-939	A_25_P00013086	FALSE	mir|hsa-miR-939|mir|MIMAT0004982	chr8:145590209-145590198	NA	
10837	30	140	hsa-miR-363	A_25_P00010953	FALSE	mir|hsa-miR-363|mir|MIMAT0000707	chrX:133131144-133131126	NA	
10838	30	138	hsa-miR-636	A_25_P00012830	FALSE	mir|hsa-miR-636|mir|MIMAT0003306	chr17:072244209-072244198	NA	
10839	30	136	hsa-miR-10a	A_25_P00010470	FALSE	mir|hsa-miR-10a|mir|MIMAT0000253	chr17:044012242-044012223	NA	
10840	30	134	hsa-miR-29b-1*	A_25_P00013253	FALSE	mir|hsa-miR-29b-1*|mir|MIMAT0004514	chr7:130212790-130212770	NA	
10841	30	132		NA	ignore				-- ignore
10842	30	130	ebv-miR-BART14	A_25_P00011707	FALSE	mir|ebv-miR-BART14|mir|MIMAT0003426|mir|ebv-miR-BART14-3p_v9.1	unmapped	NA	
10843	30	128	hsa-miR-518e	A_25_P00012595	FALSE	mir|hsa-miR-518e|mir|MIMAT0002861	chr19:058924961-058924977	NA	
10844	30	126	hsa-miR-526b	A_25_P00012540	FALSE	mir|hsa-miR-526b|mir|MIMAT0002835	chr19:058889477-058889494	NA	
10845	30	124	hsa-miR-510	A_25_P00012681	FALSE	mir|hsa-miR-510|mir|MIMAT0002882	chrX:146161575-146161561	NA	
10846	30	122	hsa-miR-431	A_25_P00011083	FALSE	mir|hsa-miR-431|mir|MIMAT0001625	chr14:100417122-100417136	NA	
10847	30	120	hsa-miR-512-5p	A_25_P00010694	FALSE	mir|hsa-miR-512-5p|mir|MIMAT0002822	chr19:058864247-058864264	NA	
10848	30	118	hsa-miR-222	A_25_P00012125	FALSE	mir|hsa-miR-222|mir|MIMAT0000279	chrX:045491453-045491442	NA	
10849	30	116	hsa-miR-505	A_25_P00012653	FALSE	mir|hsa-miR-505|mir|MIMAT0002876	chrX:138834044-138834027	NA	
10850	30	114	hsa-miR-100	A_25_P00010475	FALSE	mir|hsa-miR-100|mir|MIMAT0000098	chr11:121528180-121528163	NA	
10851	30	112	hsa-miR-566	A_25_P00011457	FALSE	mir|hsa-miR-566|mir|MIMAT0003230	chr3:050185780-050185796	NA	
10852	30	110	hsa-miR-532-3p	A_25_P00012692	FALSE	mir|hsa-miR-532-3p|mir|MIMAT0004780	chrX:049654557-049654571	NA	
10853	30	108		NA	ignore				-- ignore
10854	30	106		NC1_00000197	neg				CONTROL
10855	30	104	hsa-let-7d	A_25_P00011981	FALSE	mir|hsa-let-7d|mir|MIMAT0000065	chr9:095980947-095980965	NA	
10856	30	102		NA	ignore				-- ignore
10857	30	100	hsa-miR-514	A_25_P00012685	FALSE	mir|hsa-miR-514|mir|MIMAT0002883	chrX:146168535-146168518	NA	
10858	30	98	hcmv-miR-UL22A	A_25_P00011875	FALSE	mir|hcmv-miR-UL22A|mir|MIMAT0001574	unmapped	NA	
10859	30	96	hcmv-miR-UL36	A_25_P00011882	FALSE	mir|hcmv-miR-UL36|mir|MIMAT0001576	unmapped	NA	
10860	30	94	hsa-miR-424*	A_25_P00013562	FALSE	mir|hsa-miR-424*|mir|MIMAT0004749	chrX:133508377-133508364	NA	
10861	30	92	hsa-miR-1237	A_25_P00014962	FALSE	mir|hsa-miR-1237|mir|MIMAT0005592	chr11:063892739-063892751	NA	
10862	30	90	hsa-miR-520f	A_25_P00011942	FALSE	mir|hsa-miR-520f|mir|MIMAT0002830|mir|hsa-miR-520c_v9.1|mir|MIMAT0002846	chr19:058902574-058902594	NA	
10863	30	88	hsa-miR-646	A_25_P00010781	FALSE	mir|hsa-miR-646|mir|MIMAT0003316	chr20:058316988-058317005	NA	
10864	30	86	hsa-miR-1224-5p	A_25_P00014908	FALSE	mir|hsa-miR-1224-5p|mir|MIMAT0005458	chr3:185441894-185441905	NA	
10865	30	84	ebv-miR-BART4	A_25_P00011684	FALSE	mir|ebv-miR-BART4|mir|MIMAT0003412	unmapped	NA	
10866	30	82	ebv-miR-BART8*	A_25_P00013803	FALSE	mir|ebv-miR-BART8*|mir|MIMAT0003418	unmapped	NA	
10867	30	80	hsa-miR-384	A_25_P00010971	FALSE	mir|hsa-miR-384|mir|MIMAT0001075	chrX:076056167-076056148	NA	
10868	30	78	hsa-miR-563	A_25_P00011426	FALSE	mir|hsa-miR-563|mir|MIMAT0003227	chr3:015890336-015890351	NA	
10869	30	76	hsa-miR-615-3p	A_25_P00012789	FALSE	mir|hsa-miR-615-3p|mir|MIMAT0003283	chr12:052714068-052714082	NA	
10870	30	74	hsa-miR-532-3p	A_25_P00012691	FALSE	mir|hsa-miR-532-3p|mir|MIMAT0004780	chrX:049654558-049654571	NA	
10871	30	72	ebv-miR-BART11-3p	A_25_P00011833	FALSE	mir|ebv-miR-BART11-3p|mir|MIMAT0003422	unmapped	NA	
10872	30	70	hsa-miR-892a	A_25_P00012903	FALSE	mir|hsa-miR-892a|mir|MIMAT0004907	chrX:144885943-144885924	NA	
10873	30	68	hsa-miR-453	A_25_P00012442	FALSE	mir|hsa-miR-453|mir|MIMAT0001630	chr14:100592330-100592345	NA	
10874	30	66	hsa-miR-424	A_25_P00011110	FALSE	mir|hsa-miR-424|mir|MIMAT0001341	chrX:133508341-133508321	NA	
10875	30	64		NC2_00106057	neg				CONTROL
10876	30	62	hsa-miR-512-5p	A_25_P00010693	FALSE	mir|hsa-miR-512-5p|mir|MIMAT0002822	chr19:058861764-058861780	NA	
10877	30	60	hsa-miR-512-3p	A_25_P00010709	FALSE	mir|hsa-miR-512-3p|mir|MIMAT0002823	chr19:058861798-058861816	NA	
10878	30	58	hsa-miR-409-5p	A_25_P00012455	FALSE	mir|hsa-miR-409-5p|mir|MIMAT0001638	chr14:100601408-100601426	NA	
10879	30	56	hsa-miR-326	A_25_P00010671	FALSE	mir|hsa-miR-326|mir|MIMAT0000756	chr11:074723862-074723848	NA	
10880	30	54	hsa-miR-32*	A_25_P00013217	FALSE	mir|hsa-miR-32*|mir|MIMAT0004505	chr9:110848397-110848378	NA	
10881	30	52	hsa-miR-377*	A_25_P00013531	FALSE	mir|hsa-miR-377*|mir|MIMAT0004689	chr14:100598151-100598167	NA	
10882	30	50	ebv-miR-BART13*	A_25_P00013814	FALSE	mir|ebv-miR-BART13*|mir|MIMAT0004818	unmapped	NA	
10883	30	48	hcmv-miR-UL36*	A_25_P00013700	FALSE	mir|hcmv-miR-UL36*|mir|MIMAT0004754	unmapped	NA	
10884	30	46	hsa-miR-556-3p	A_25_P00012715	FALSE	mir|hsa-miR-556-3p|mir|MIMAT0004793	chr1:160579017-160579035	NA	
10885	30	44	hsa-miR-644	A_25_P00011403	FALSE	mir|hsa-miR-644|mir|MIMAT0003314	chr20:032517853-032517869	NA	
10886	30	42	hsa-miR-498	A_25_P00010688	FALSE	mir|hsa-miR-498|mir|MIMAT0002824	chr19:058869303-058869318	NA	
10887	30	40	hsa-miR-376c	A_25_P00012317	FALSE	mir|hsa-miR-376c|mir|MIMAT0000720	chr14:100575824-100575842	NA	
10888	30	38	hsa-miR-937	A_25_P00013078	FALSE	mir|hsa-miR-937|mir|MIMAT0004980	chr8:144967186-144967172	NA	
10889	30	36	hsa-miR-506	A_25_P00011038	FALSE	mir|hsa-miR-506|mir|MIMAT0002878	chrX:146120020-146120005	NA	
10890	30	34	hcmv-miR-US4	A_25_P00011703	FALSE	mir|hcmv-miR-US4|mir|MIMAT0003341	unmapped	NA	
10891	30	32		NC2_00079215	neg				CONTROL
10892	30	30	hsa-miR-425	A_25_P00010977	FALSE	mir|hsa-miR-425|mir|MIMAT0003393|mir|hsa-miR-425-5p_v9.1	chr3:049032620-049032603	NA	
10893	30	28	hsa-miR-626	A_25_P00010096	FALSE	mir|hsa-miR-626|mir|MIMAT0003295	chr15:039771135-039771153	NA	
10894	30	26		NA	ignore				-- ignore
10895	30	24	hsa-miR-30a	A_25_P00010681	FALSE	mir|hsa-miR-30a|mir|MIMAT0000087|mir|hsa-miR-30a-5p_v9.1	chr6:072170001-072169987	NA	
10896	30	22		NA	ignore				-- ignore
10897	30	20	hsa-miR-575	A_25_P00010808	FALSE	mir|hsa-miR-575|mir|MIMAT0003240	chr4:083893592-083893576	NA	
10898	30	18	kshv-miR-K12-9*	A_25_P00011697	FALSE	mir|kshv-miR-K12-9*|mir|MIMAT0002184	unmapped	NA	
10899	30	16	hsa-miR-644	A_25_P00011403	FALSE	mir|hsa-miR-644|mir|MIMAT0003314	chr20:032517853-032517869	NA	
10900	30	14	ebv-miR-BART14	A_25_P00011705	FALSE	mir|ebv-miR-BART14|mir|MIMAT0003426|mir|ebv-miR-BART14-3p_v9.1	unmapped	NA	
10901	30	12		NA	ignore				-- ignore
10902	30	10	hsa-miR-489	A_25_P00010829	FALSE	mir|hsa-miR-489|mir|MIMAT0002805|mir|hsa-miR-489_v9.1	chr7:092951256-092951239	NA	
10903	30	8	hsa-miR-650	A_25_P00010919	FALSE	mir|hsa-miR-650|mir|MIMAT0003320	chr22:021495292-021495305	NA	
10904	30	6	hsa-miR-488*	A_25_P00011120	FALSE	mir|hsa-miR-488*|mir|MIMAT0002804|mir|hsa-miR-488_v9.1	chr1:175265155-175265137	NA	
10905	30	4		NA	ignore				-- ignore
10906	30	2	hsa-miR-502-3p	A_25_P00012647	FALSE	mir|hsa-miR-502-3p|mir|MIMAT0004775	chrX:049666004-049666018	NA	
10907	30	163	hsa-miR-432*	A_25_P00010355	FALSE	mir|hsa-miR-432*|mir|MIMAT0002815	chr14:100420638-100420654	NA	
10908	30	161	hsa-miR-765	A_25_P00011341	FALSE	mir|hsa-miR-765|mir|MIMAT0003945	chr1:155172635-155172619	NA	
10909	30	159		NC2_00092197	neg				CONTROL
10910	30	157	hsa-miR-7-1*	A_25_P00013295	FALSE	mir|hsa-miR-7-1*|mir|MIMAT0004553	chr9:085774569-085774551	NA	
10911	30	155	hsa-miR-523	A_25_P00012554	FALSE	mir|hsa-miR-523|mir|MIMAT0002840	chr19:058893509-058893525	NA	
10912	30	153	hsa-miR-649	A_25_P00011374	FALSE	mir|hsa-miR-649|mir|MIMAT0003319	chr22:019718546-019718531	NA	
10913	30	151	hsa-miR-30a	A_25_P00010681	FALSE	mir|hsa-miR-30a|mir|MIMAT0000087|mir|hsa-miR-30a-5p_v9.1	chr6:072170001-072169987	NA	
10914	30	149	hsa-miR-629*	A_25_P00010834	FALSE	mir|hsa-miR-629*|mir|MIMAT0003298|mir|hsa-miR-629_v9.1	chr15:068158846-068158833	NA	
10915	30	147	hsa-miR-550	A_25_P00012767	FALSE	mir|hsa-miR-550|mir|MIMAT0004800	chr7:030295965-030295978	NA	
10916	30	145	hsa-miR-130b*	A_25_P00013500	FALSE	mir|hsa-miR-130b*|mir|MIMAT0004680	chr22:020337610-020337625	NA	
10917	30	143	hsa-miR-558	A_25_P00011326	FALSE	mir|hsa-miR-558|mir|MIMAT0003222	chr2:032610786-032610802	NA	
10918	30	141		NA	ignore				-- ignore
10919	30	139	hsa-miR-620	A_25_P00010450	FALSE	mir|hsa-miR-620|mir|MIMAT0003289	chr12:115070827-115070808	NA	
10920	30	137	hsa-miR-886-3p	A_25_P00012899	FALSE	mir|hsa-miR-886-3p|mir|MIMAT0004906	chr5:135444185-135444167	NA	
10921	30	135	hsa-miR-513a-5p	A_25_P00014887	FALSE	mir|hsa-miR-513a-5p|mir|MIMAT0002877	chrX:146115088-146115073	NA	
10922	30	133	hsa-miR-181c*	A_25_P00013316	FALSE	mir|hsa-miR-181c*|mir|MIMAT0004559	chr19:013846586-013846598	NA	
10923	30	131	hsa-miR-31*	A_25_P00013214	FALSE	mir|hsa-miR-31*|mir|MIMAT0004504	chr9:021502178-021502160	NA	
10924	30	129	hsa-miR-92b	A_25_P00012709	FALSE	mir|hsa-miR-92b|mir|MIMAT0003218	chr1:153431662-153431673	NA	
10925	30	127	hsa-miR-30b	A_25_P00010390	FALSE	mir|hsa-miR-30b|mir|MIMAT0000420	chr8:135881982-135881967	NA	
